mean_us,p50_us,p95_us,p99_us,throughput_eps,mean_candidates,divergences,seed,mode,P,engine,n
58.6710559,51.802,92.305,146.41099000000006,17044.179359996826,500.0,0,2026081411,selective,500,reference,10000
9.9715776,8.5,15.301,38.902010000000004,100285.03413542105,1.7257,0,2026081411,selective,500,indexed,10000
10.1194881,8.8,15.101,38.302,98819.2278224034,1.7257,0,2026081411,selective,500,incremental,10000
69.03331130000001,52.503,120.61194999999992,223.41800000000015,14485.760297000266,500.0,0,2026081412,selective,500,reference,10000
9.677505400000001,8.5,15.205949999999929,35.70200000000002,103332.41457039124,1.7257,0,2026081412,selective,500,indexed,10000
10.034873900000001,8.801,15.001,38.00300000000002,99652.47296231594,1.7257,0,2026081412,selective,500,incremental,10000
60.72152409999999,51.903,101.11094999999992,152.608,16468.624838090982,500.0,0,2026081413,selective,500,reference,10000
9.583492800000002,8.401,13.801,35.502,104346.08976802276,1.7257,0,2026081413,selective,500,indexed,10000
9.8574502,8.6,15.301,37.202,101446.11230194193,1.7257,0,2026081413,selective,500,incremental,10000
57.5232245,51.603,92.205,145.11101000000008,17384.28276043531,500.0,0,2026081414,selective,500,reference,10000
10.0870753,8.4,18.301,39.60400000000004,99136.76365635934,1.7257,0,2026081414,selective,500,indexed,10000
9.988917299999999,8.701,15.501,37.20300000000002,100110.94996251496,1.7257,0,2026081414,selective,500,incremental,10000
58.91940579999999,51.803,93.81094999999992,149.008,16972.33681199141,500.0,0,2026081415,selective,500,reference,10000
9.519264499999998,8.4,14.10005,36.10299000000002,105050.13281225668,1.7257,0,2026081415,selective,500,indexed,10000
10.147287700000001,8.701,14.201,36.405000000000065,98548.50178338788,1.7257,0,2026081415,selective,500,incremental,10000
67.4874638,52.803,115.11194999999992,197.91299000000004,14817.566755264554,500.0,0,2026081416,selective,500,reference,10000
9.777978200000002,8.4,15.00005,38.602,102270.63095722589,1.7257,0,2026081416,selective,500,indexed,10000
10.4379366,8.801,18.405999999999928,39.002,95804.37574223243,1.7257,0,2026081416,selective,500,incremental,10000
59.12284150000001,51.802,97.91594999999987,150.3189900000002,16913.936722746992,500.0,0,2026081417,selective,500,reference,10000
9.4649689,8.3,13.905999999999928,37.00400000000005,105652.75074490736,1.7257,0,2026081417,selective,500,indexed,10000
10.229379699999999,8.601,15.9,36.702,97757.63822707647,1.7257,0,2026081417,selective,500,incremental,10000
58.9452948,51.803,94.80999999999993,146.41000000000003,16964.88249643973,500.0,0,2026081418,selective,500,reference,10000
9.4759414,8.301,13.905949999999928,34.80300000000002,105530.4119968492,1.7257,0,2026081418,selective,500,indexed,10000
9.937551599999999,8.501,16.401,38.103000000000016,100628.40830934655,1.7257,0,2026081418,selective,500,incremental,10000
57.961587400000006,51.703,90.505,138.30899000000002,17252.805605527636,500.0,0,2026081419,selective,500,reference,10000
9.558234399999998,8.301,14.801,36.902,104621.83266817564,1.7257,0,2026081419,selective,500,indexed,10000
10.867842600000001,8.7,21.50105,43.304000000000045,92014.58254465333,1.7257,0,2026081419,selective,500,incremental,10000
