seed,kind,unit,shap_target,in_intrinsic_core
2026081428,scan,e:1,0.25000000000000017,1
2026081428,scan,e:2,0.25,1
2026081428,scan,r:D_SCAN,0.24999999999999994,1
2026081428,scan,r:A_NETWORK_CONNECT,0.0,0
2026081429,secret_read,e:0,0.0,0
2026081429,secret_read,e:1,0.0,0
2026081429,secret_read,e:2,0.0,0
2026081429,secret_read,e:3,0.49999999999999983,1
2026081429,secret_read,r:D_SECRET_READ,0.49999999999999967,1
2026081430,system_write,e:0,0.0,0
2026081430,system_write,e:1,0.0,0
2026081430,system_write,e:2,0.0,0
2026081430,system_write,e:3,0.49999999999999983,1
2026081430,system_write,r:D_SYSTEM_WRITE,0.49999999999999967,1
2026081501,system_exec,e:0,0.0,0
2026081501,system_exec,e:1,0.0,0
2026081501,system_exec,e:2,0.0,0
2026081501,system_exec,e:3,0.49999999999999983,1
2026081501,system_exec,r:D_SYSTEM_EXEC,0.49999999999999967,1
2026081502,scan,e:0,0.24999999999999997,1
2026081502,scan,e:1,0.25000000000000017,1
2026081502,scan,e:2,0.25,1
2026081502,scan,r:D_SCAN,0.24999999999999994,1
2026081502,scan,r:A_NETWORK_CONNECT,0.0,0
